factor,data_root,start_date,delay,listed_days,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_41_high_open_momentum_decay,C:\Users\lzx\Desktop\研一下\量化\Project\data\stock1800_px,2017-01-01,2,20,2153,0.9993333333333333,0.09830081431209797,0.5799870728292721,0.03124661289249873,0.3999222361684346,0.06705420141959922,0.7038883331589806,0.005808036792798841,0.5446581359204221
