factor,data_root,start_date,delay,listed_days,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_46_price_momentum_decay_reversal,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2,20,2111,1.0,0.0700614270894014,0.4861913969252193,-0.017866138448248026,-0.26588946185885165,0.08792756553764944,1.056403747712899,0.004476145092181417,0.5237188485858908
