factor,data_root,start_date,delay,listed_days,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_48_turnover_adjusted_abnormal_price_momentum,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2,20,2111,0.949,-0.05536374112921443,-0.7030653960464587,-0.047026572933129084,-1.0347990796762934,-0.008337168196085376,-0.20885965405840592,-0.0033548727714606207,-0.6907806129696735
