factor,data_root,start_date,delay,listed_days,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_56_cashflow_price_trend,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2,20,2111,0.922,0.09629822211478173,0.7117780981513017,0.04809780673455839,0.7910564879351949,0.04820041538022333,0.6179822417891563,0.004977752675469272,0.6108455057725393
