,ls_ret,long_excess_ret,short_excess_ret,ic
2017-01-02,-0.0007018128845204986,-0.0028066163937628483,0.0021048035092423485,0.08783262727710804
2017-01-03,0.0038052349845487,0.004390276055916984,-0.0005850410713682827,0.07304945296598984
2017-01-04,0.004483532094521316,0.0011322478192190098,0.003351284275302307,0.3669499200321389
2017-01-05,0.003615970145788217,0.0015695787281168987,0.0020463914176713184,0.05238336263923972
2017-01-06,0.028313712913398348,0.01052630395946505,0.017787408953933298,0.20114876415876773
2017-01-09,0.0031169197320486935,0.0041155889256151625,-0.0009986691935664708,-0.004139231365093253
2017-01-10,0.0108619117530617,0.00918976820203941,0.0016721435510222878,0.06358658273566724
2017-01-11,-0.00022185704725571583,0.00029594898751699773,-0.0005178060347727134,-0.1423196788891479
2017-01-12,0.00333339186635268,0.0013532175673796815,0.0019801742989729977,-0.0715729097308842
2017-01-13,-0.007466433152329935,-0.003686238510013265,-0.00378019464231667,0.130301672540724
2017-01-16,-0.003541548611187587,-0.0018988366925065726,-0.001642711918681014,-0.3108611858186929
2017-01-17,0.007091995494616418,0.005037099031413612,0.002054896463202807,0.19093126996691107
2017-01-18,-0.02043158866094506,-0.012431898728044686,-0.007999689932900376,0.13003681477072196
2017-01-19,0.009390372998366073,0.005584334299003868,0.003806038699362205,-0.1489424615227045
2017-01-20,0.0075917130793011,0.006639418549847918,0.000952294529453182,-0.01760188075257717
2017-01-23,-0.008037289785564334,-0.005168258016450117,-0.0028690317691142156,-0.007658297538361531
2017-01-24,-0.0008671281135974321,0.0002564282787835444,-0.0011235563923809744,0.030343900335841716
2017-01-25,-0.000366484223255445,0.0002789361879419342,-0.000645420411197379,0.10340913015752039
2017-01-26,0.0017659412084649626,-0.0014663710729166226,0.003232312281381585,-0.10876101285175584
2017-01-27,0.00494417152422792,0.005679464066607207,-0.0007352925423792867,0.001734041778131044
2017-01-30,-0.0057474080149668766,-0.002931435060571439,-0.0028159729543954376,-0.019418551431488712
2017-01-31,8.617511375850074e-05,0.0020357958545308393,-0.0019496207407723384,-0.05612739007592088
2017-02-01,-0.0009667510785636406,-0.0007442734744546728,-0.00022247760410896728,-0.07112669911438159
2017-02-02,-0.003557062894033179,-0.008603444734178383,0.005046381840145206,-0.13356899776040815
2017-02-03,-0.0033429640835766763,-0.0007096586619408547,-0.0026333054216358225,-0.015328461465061116
2017-02-06,-0.006321856825843535,-0.002291260112600292,-0.004030596713243243,-0.029878676237084446
2017-02-07,-0.0007762992802228274,-0.0030732537713982887,0.0022969544911754618,0.020539303018473516
2017-02-08,-0.0013355841502853223,-0.0006101911938120336,-0.0007253929564732895,-0.03337752970418014
2017-02-09,0.0010292317266829634,-2.4380110375290566e-05,0.0010536118370582555,-0.0181440305953578
2017-02-10,-0.0015060859621487542,0.0005019525654067821,-0.0020080385275555376,0.1210929594539913
2017-02-13,-0.0008183253868458486,-0.0012994481370180487,0.00048112275017220176,0.05524366173288979
2017-02-14,0.005447461220094155,0.00035668025805945733,0.005090780962034696,-0.04406360882445444
2017-02-15,0.002540937200262186,0.00012971917285120246,0.002411218027410983,-0.022216980893925972
2017-02-16,-0.0015664835671565212,-1.8110336624348189e-06,-0.0015646725334940888,-0.021005987857708932
2017-02-17,-0.0009199671134039601,0.0001472676509451029,-0.0010672347643490617,-0.11770934846814317
2017-02-20,-0.0009826066548093856,-0.0004417219381271573,-0.0005408847166822276,-0.025125392073723652
2017-02-21,-0.005726038799488022,5.580590408298461e-06,-0.005731619389896322,-0.11281198692607673
