factor,data_root,start_date,delay,listed_days,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_18_price_volume_decay_synergy,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2,20,2111,0.949,0.17130418594754632,1.5464289478675126,0.04731724587598399,0.8633848742552678,0.12398694007156232,1.9896151534734168,0.010736078676162162,1.6012381381544725
