,ls_ret,long_excess_ret,short_excess_ret,ic
2017-01-02,0.009063735085752382,0.003529021205262958,0.005534713880489423,0.1740278600448696
2017-01-03,-0.01440227943808982,-0.006050489825770284,-0.008351789612319535,0.13263369305162875
2017-01-04,0.00881524933336468,0.0033437095580370895,0.005471539775327591,0.18551707569787668
2017-01-05,0.006532006184816584,0.0023628970886967818,0.004169109096119802,-0.10235176164856863
2017-01-06,0.014301813556004427,0.003531717375476612,0.010770096180527808,-0.05983325204773331
2017-01-09,-0.006084825737230643,-0.0021761482784308046,-0.003908677458799839,-0.016306297878847676
2017-01-10,-0.003280139404818392,-0.0009572789322419162,-0.002322860472576474,0.044758892546527984
2017-01-11,-0.0008846648303966658,0.00040638625953153245,-0.0012910510899281974,0.017651311817053972
2017-01-12,0.0023478085471542627,-1.1900512563718158e-05,0.002359709059717981,-0.040054197424199287
2017-01-13,0.000938840872460537,6.967081724692983e-05,0.0008691700552136078,-0.14569978823995225
2017-01-16,-0.0020112694863343335,0.0006885508936654854,-0.0026998203799998193,0.09144835494902184
2017-01-17,-0.007937380980520693,-0.0030368746485181534,-0.004900506332002538,-0.03786093338158345
2017-01-18,0.0060120376401120584,0.0031179515983054545,0.002894086041806604,-0.16146926616932414
2017-01-19,-0.001852962822726929,0.00018355908571096726,-0.0020365219084378964,0.19924130939253734
2017-01-20,-0.00936268870027036,-0.0013002535704146837,-0.008062435129855676,0.017407448256434654
2017-01-23,0.01064550489959102,0.004085710799565054,0.006559794100025968,0.07065166698537853
2017-01-24,0.0008600221283749364,-0.0003602135985045548,0.001220235726879489,0.20118425609978036
2017-01-25,0.0034103444685298434,0.0006401598596655926,0.0027701846088642517,-0.13918699700993165
2017-01-26,0.011686597489994267,0.0037189686076127245,0.007967628882381544,0.026091184075600203
2017-01-27,-0.006620421492912469,-0.000852208608677834,-0.005768212884234634,-0.1580993539257676
2017-01-30,0.0013693980427254965,0.0015794965672873166,-0.00021009852456182077,0.015347435245715165
2017-01-31,-0.007809211483665647,-0.0019088072386662745,-0.005900404244999374,0.2799171145994132
2017-02-01,0.0007687883602332267,-0.0004004010696867814,0.0011691894299200077,-0.08533802162024472
2017-02-02,0.017750550262172086,0.004959867359973941,0.012790682902198147,-0.015184346994432501
2017-02-03,-0.0040315387098649146,-0.00038393383475267273,-0.003647604875112242,0.14880247624743215
2017-02-06,-0.0007280444508775261,-0.00023731105586537703,-0.0004907333950121499,-0.045526939005779296
2017-02-07,0.007625749088613357,0.0024572482240016007,0.005168500864611757,0.11844985210394861
2017-02-08,-0.0020673514285375737,0.0001373963855010249,-0.0022047478140385986,-0.11754775855565669
2017-02-09,0.006084785320439301,0.002482938790578501,0.003601846529860799,0.06406082210696827
2017-02-10,-0.00547067301980233,-0.0010792644557187717,-0.004391408564083557,0.274824090673849
2017-02-13,0.0029232877111238643,0.0008349389448647883,0.0020883487662590756,0.12429308525791531
2017-02-14,0.012249126598537906,0.004441390324989776,0.0078077362735481295,-0.15077735226716724
2017-02-15,0.0058162059085250075,0.0018228031532350909,0.003993402755289916,-0.14124396361488187
2017-02-16,-0.005662450082318172,-0.00201432002156543,-0.003648130060752739,0.07060182341541153
2017-02-17,-0.005975163996176373,-0.001843641572087995,-0.004131522424088378,-0.12848559508264124
2017-02-20,0.0032940071436204097,0.0017558708549096397,0.0015381362887107702,-0.18718611207384073
2017-02-21,-0.006293775287863512,-0.0018315906361240915,-0.004462184651739422,-0.1469736962418474
2017-02-22,-0.009145401501688114,-0.0027459485593143373,-0.00639945294237378,0.05120568888236114
2017-02-23,-0.007546289126475042,-0.0032524624090873745,-0.004293826717387667,0.00477647013281758
2017-02-24,0.0029210251762144335,-0.0010362735929117552,0.003957298769126188,-0.09070489156303743
2017-02-27,0.00023446002641291095,0.0006085341431825736,-0.00037407411676966323,0.07506816911795217
2017-02-28,-0.004810338866872656,-0.002277313790845905,-0.0025330250760267495,-0.04605086624223649
2017-03-01,0.0037401661063846373,0.0017979466515688023,0.0019422194548158358,-0.17814911475325088
2017-03-02,-0.00233909586079445,-0.0011820388851491866,-0.001157056975645263,0.06380448256625174
2017-03-03,-0.009507290492423829,-0.0024702772428078484,-0.007037013249615982,-0.05956004196759018
2017-03-06,0.003656691202524604,0.0017359767163553615,0.0019207144861692433,0.07831141951259475
2017-03-07,-0.0026974788086190984,-0.0003714076888304274,-0.002326071119788671,0.2677621877709279
2017-03-08,0.0038503778344681243,0.00094125867319779,0.002909119161270334,-0.09080902547991156
2017-03-09,0.014585531441053736,0.005412889170951429,0.00917264227010231,0.15309949345356408
2017-03-10,-0.004519800454693123,-0.0019891444063416704,-0.0025306560483514522,-0.151398981921051
2017-03-13,0.007105500207865392,0.00372080312048224,0.003384697087383153,0.2344155884074654
2017-03-14,-0.006913247361074029,-0.003130596576306593,-0.0037826507847674353,0.07067229323954755
2017-03-15,0.012177564751102439,0.003020812230644406,0.009156752520458031,0.2489349086341058
2017-03-16,0.003685295969295622,0.00020405012542831303,0.003481245843867308,-0.1185190217247834
2017-03-17,0.01299220402837931,0.004262751324577934,0.008729452703801375,-0.13306327911717195
2017-03-20,-0.005974637736383853,-0.0025571928066218503,-0.0034174449297620026,0.03653346259079971
2017-03-21,-0.005827756665022343,-0.002535967138674291,-0.0032917895263480535,0.02369550990271016
2017-03-22,0.0017491257589891565,0.00039402650509385434,0.0013550992538953017,-0.07764585892247756
2017-03-23,0.0010561665087914472,-7.696018889261948e-05,0.0011331266976840667,0.1698793636157417
2017-03-24,-0.003872099595258333,-0.0020930222450432946,-0.0017790773502150397,0.28292593604142124
2017-03-27,0.009499478974838658,0.004838493324542533,0.004660985650296127,0.05924068791332012
2017-03-28,0.015991336712191516,0.005156824067351506,0.010834512644840009,0.06304841971074206
2017-03-29,0.0028727932725890284,-0.00018504425753784336,0.003057837530126871,0.21923025470010232
2017-03-30,0.0028272602835379725,0.0006680800967418269,0.0021591801867961455,0.04972213111581981
2017-03-31,0.012611958448489089,0.00469933941658128,0.007912619031907812,0.1728631233602895
2017-04-03,0.0023275149442536997,0.00045303186366175074,0.0018744830805919495,-0.11529669755043145
2017-04-04,0.007978462142588913,0.0030390775939926513,0.0049393845485962585,-0.10169408229109658
2017-04-05,-0.006347630388155386,-0.002808094747934021,-0.003539535640221367,-0.027817164353848987
2017-04-06,-0.004939011948327212,-0.0004984145881497173,-0.004440597360177493,0.1035426173784315
2017-04-07,-0.001181420605430427,-0.000894932111742199,-0.000286488493688228,-0.0818418553610659
2017-04-10,0.0047166792876546515,0.0022421342507538086,0.0024745450369008434,-0.10532159487498866
2017-04-11,-0.0030418675435960707,-0.0020535783141181945,-0.0009882892294778766,0.12269575332804739
2017-04-12,-0.0046278797553909925,-0.0017843111155721276,-0.002843568639818865,0.0719314894080113
2017-04-13,0.005513100963930338,0.0026763928319101385,0.0028367081320202015,-0.21809337714071925
2017-04-14,0.004620041386806061,0.00344030747651344,0.0011797339102926213,-0.12854850526744246
2017-04-17,-0.010491477292050744,-0.0024840981555286816,-0.008007379136522065,0.03733086395811232
2017-04-18,-0.006373234014821219,-0.0022430616851857777,-0.004130172329635442,0.03478536501705137
2017-04-19,0.0018618680213637049,0.0009771589323537017,0.0008847090890100016,-0.11152787288694771
2017-04-20,0.0017750614283418738,0.0005882631698424781,0.0011867982584993957,-0.04175667241276191
2017-04-21,-0.005394334466551689,-0.0028265940240776964,-0.002567740442473994,0.057019528652430616
2017-04-24,-0.0020119221953847615,-0.0007351420979102175,-0.0012767800974745431,0.02599980596931152
2017-04-25,0.0024762380598199506,0.0008899211367788731,0.0015863169230410773,-0.07041082258079377
2017-04-26,0.001057968215337077,0.00020707874931597328,0.0008508894660211033,-0.27061001857138484
2017-04-27,-0.003576761336211839,-0.002007934432061533,-0.0015688269041503058,0.05547854947746991
2017-04-28,-0.015322632950747225,-0.005388404235293276,-0.00993422871545395,0.22458538610423948
2017-05-01,0.003079487639946547,-0.00031654129465055313,0.003396028934597099,0.04141973834188508
2017-05-02,0.012327297710119391,0.004201974454817788,0.008125323255301601,0.14598514280505634
2017-05-03,0.002109989228315356,0.0011413796347724816,0.0009686095935428742,-0.2987507414338054
2017-05-04,0.010048111608490668,0.0025930241045667296,0.007455087503923943,-0.003498260589858475
2017-05-05,-0.01869014574629472,-0.007075579092520342,-0.011614566653774373,0.025531093929527984
2017-05-08,-0.00018079415413419257,-0.0005694039652825105,0.0003886098111483173,0.25660585333766645
2017-05-09,0.0014112138334251812,5.671090732292791e-05,0.0013545029261022529,0.116738119152338
2017-05-10,0.013945994164086173,0.005642083489022204,0.008303910675063971,0.2765943596118274
2017-05-11,0.006176300159244653,0.0011704361908321606,0.005005863968412492,-0.2608263829513595
2017-05-12,0.01722485017045811,0.005603314323269406,0.011621535847188707,0.06143628115515488
2017-05-15,-0.01249533635820466,-0.003637492501776911,-0.008857843856427749,0.05357728903317446
2017-05-16,0.0033404809909594203,0.0009967856207761952,0.002343695370183225,-0.1027650745985704
2017-05-17,0.00232452430718687,0.001566618727999263,0.0007579055791876064,0.08919689493725111
2017-05-18,-0.0042396351174332205,-0.0012565754507454143,-0.002983059666687807,0.10441249096901375
2017-05-19,0.005090876311178964,0.001445635097691791,0.003645241213487171,-0.2543299225896947
2017-05-22,0.006113343939732039,0.0011738941620741891,0.00493944977765785,0.12471572528931495
2017-05-23,-0.01343583638949297,-0.004983512514033938,-0.008452323875459031,-0.15531574100627876
2017-05-24,0.005571625755181315,0.0011783901402863998,0.004393235614894916,-0.12782199403713018
2017-05-25,-0.006037416225668635,-0.0012958488206120233,-0.004741567405056612,-0.0308477563056632
2017-05-26,-0.005720771277768304,-0.0025102142100109706,-0.0032105570677573338,-0.1194045054526857
2017-05-29,-0.0013029364698254214,-0.0008720861418945475,-0.0004308503279308717,-0.06191798495415703
