factor,factor_id,status,direction,n_days,latest_coverage,ls_ar,ls_sr,selected_ar,selected_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir,selected_ic_mean,selected_ic_ir
factor_xx_f15_p10_v10_t20,xx,variant,1,2236,0.944,0.34198779137501445,2.137711376976839,0.34198779137501445,2.137711376976839,0.0545788664560016,1.3734001483918685,0.2874089249190129,2.3235219704371746,0.01875343464070796,2.0444171903013806,0.01875343464070796,2.0444171903013806
factor_xx_f15_p10_v20_t15,xx,variant,1,2236,0.946,0.33770094031629133,2.125797943783282,0.33770094031629133,2.125797943783282,0.05490119474691249,1.3847434665030705,0.2827997455693788,2.306156854109131,0.018488540155991405,2.033309539349955,0.018488540155991405,2.033309539349955
factor_xx_f15_p10_v15_t10,xx,variant,1,2236,0.946,0.33935554549494373,2.125774180744308,0.33935554549494373,2.125774180744308,0.05125475431182944,1.2907572577191289,0.2881007911831143,2.3351981272695563,0.01867034425885662,2.0420760685729524,0.01867034425885662,2.0420760685729524
factor_xx_f19_lag5_fw10,xx,variant,1,2236,0.946,0.2999945673970211,2.119799320646126,0.2999945673970211,2.119799320646126,0.0756174193914395,1.6120119958671202,0.22437714800558162,2.252385825588016,0.019687765207887727,2.282497587509859,0.019687765207887727,2.282497587509859
factor_xx_f15_p10_v15_t20,xx,variant,1,2236,0.944,0.3371052413818885,2.117537723482711,0.3371052413818885,2.117537723482711,0.05499999464700107,1.3861139288541264,0.2821052467348874,2.2943494559788884,0.01845413142062089,2.022891189770444,0.01845413142062089,2.022891189770444
factor_xx_f15_p10_v20_t10,xx,variant,1,2236,0.946,0.33711380645462813,2.1135516285266016,0.33711380645462813,2.1135516285266016,0.05173704300912634,1.303156820573287,0.2853767634455018,2.3156131698195135,0.018485579948679928,2.0264547846915875,0.018485579948679928,2.0264547846915875
factor_xx_f43_s10_l90,xx,variant,1,2236,0.914,0.30177054980432544,2.111602259347864,0.30177054980432544,2.111602259347864,0.042499789313224214,0.9399898463889678,0.25927076049110115,2.382473676823208,0.01687541646234838,2.1404356206703135,0.01687541646234838,2.1404356206703135
factor_xx_f19_lag5_fw30,xx,variant,1,2236,0.938,0.29559910657189237,2.105680904781984,0.29559910657189237,2.105680904781984,0.079326578989439,1.705364772108859,0.21627252758245338,2.188715397246898,0.019370497485342465,2.2617164948121493,0.019370497485342465,2.2617164948121493
factor_xx_f15_p10_v20_t20,xx,variant,1,2236,0.944,0.3333723899150448,2.1053082678048973,0.3333723899150448,2.1053082678048973,0.055319876445876714,1.3968167833766743,0.2780525134691681,2.275999273853845,0.018214707330889365,2.007778459550643,0.018214707330889365,2.007778459550643
factor_xx_f15_p10_v10_t30,xx,variant,1,2236,0.938,0.3340191562595003,2.098173335221594,0.3340191562595003,2.098173335221594,0.054455011646988474,1.369999329136581,0.27956414461251183,2.275601026118566,0.018270538091916633,1.9999377838311714,0.018270538091916633,1.9999377838311714
factor_xx_f43_s15_l180,xx,variant,1,2236,0.887,0.31490398588214324,2.0978798380940162,0.31490398588214324,2.0978798380940162,0.059712209510152936,1.3446962964390712,0.2551917763719903,2.204241597799227,0.01695035258395208,2.037257994012248,0.01695035258395208,2.037257994012248
factor_xx_f15_p10_v30_t15,xx,variant,1,2236,0.946,0.33082105948122864,2.0928883675701733,0.33082105948122864,2.0928883675701733,0.05489955759797646,1.3891388749058744,0.27592150188325215,2.262445153369516,0.018002276482664118,1.9922092777398217,0.018002276482664118,1.9922092777398217
factor_xx_f15_p10_v15_t30,xx,variant,1,2236,0.938,0.32938769887541275,2.079590503993321,0.32938769887541275,2.079590503993321,0.054828109386429076,1.381345811135121,0.27455958948898374,2.248715878546302,0.017988216705182455,1.980253014849276,0.017988216705182455,1.980253014849276
factor_xx_f15_p10_v30_t10,xx,variant,1,2236,0.946,0.33000793318814403,2.0790773254104855,0.33000793318814403,2.0790773254104855,0.05181080342169859,1.3089822299523486,0.27819712976644545,2.2694836588631597,0.017978489455634683,1.9829206823933658,0.017978489455634683,1.9829206823933658
factor_xx_f15_p10_v40_t15,xx,variant,1,2236,0.946,0.3266902231770522,2.076299290657524,0.3266902231770522,2.076299290657524,0.05513976614883911,1.3972311282439354,0.2715504570282131,2.239150663903555,0.017734446844302632,1.9732213297902081,0.017734446844302632,1.9732213297902081
factor_xx_f15_p10_v30_t20,xx,variant,1,2236,0.944,0.32592132030743043,2.0716434547931493,0.32592132030743043,2.0716434547931493,0.05526779321471073,1.401130355014567,0.27065352709271967,2.231421968682061,0.017700131944448055,1.9654570354194767,0.017700131944448055,1.9654570354194767
factor_xx_f19_lag5_fw40,xx,variant,1,2236,0.936,0.2876758343501537,2.067441951447108,0.2876758343501537,2.067441951447108,0.07886916975074074,1.713045213957881,0.20880666459941294,2.1323546753078397,0.018763983109987035,2.2054282718681595,0.018763983109987035,2.2054282718681595
factor_xx_f15_p10_v20_t30,xx,variant,1,2236,0.938,0.3253185679039475,2.0672855910996146,0.3253185679039475,2.0672855910996146,0.05511771347945636,1.3922343444741807,0.27020085442449115,2.230139952631078,0.01773152847352537,1.9644247885202493,0.01773152847352537,1.9644247885202493
factor_xx_f19_lag5_fw5,xx,variant,1,2236,0.947,0.2844886080091795,2.062570772006744,0.2844886080091795,2.062570772006744,0.06689051168074477,1.4482861794900588,0.2175980963284348,2.2535680019517037,0.01881471934228064,2.222353726055718,0.01881471934228064,2.222353726055718
factor_xx_f15_p10_v10_t40,xx,variant,1,2236,0.936,0.3268493465164868,2.0618274156458627,0.3268493465164868,2.0618274156458627,0.05465107321226108,1.3760847639476605,0.27219827330422575,2.2273728358050096,0.01781209842324818,1.9573162098063355,0.01781209842324818,1.9573162098063355
factor_xx_f15_p10_v40_t10,xx,variant,1,2236,0.946,0.3255948255396416,2.061189244911153,0.3255948255396416,2.061189244911153,0.052000683696990097,1.3156071555661153,0.27359414184265146,2.2451457476718777,0.01769142517820609,1.9622986908885978,0.01769142517820609,1.9622986908885978
factor_xx_f15_p10_v40_t20,xx,variant,1,2236,0.944,0.32185940306922733,2.0554764629715634,0.32185940306922733,2.0554764629715634,0.055437866847312674,1.4075359378760428,0.2664215362219147,2.2091850628088836,0.01743687293195691,1.9468098786144776,0.01743687293195691,1.9468098786144776
factor_xx_f19_lag5_fw60,xx,variant,1,2236,0.924,0.28040503037793163,2.0500608695046716,0.28040503037793163,2.0500608695046716,0.0763434921508714,1.6799537940867837,0.20406153822706022,2.121960408263102,0.018229803099631552,2.170433552495905,0.018229803099631552,2.170433552495905
factor_xx_f43_s15_l240,xx,variant,1,2236,0.852,0.32237384220915655,2.0481630420543313,0.32237384220915655,2.0481630420543313,0.06305555470182507,1.4055494083461284,0.25931828750733144,2.10895147348075,0.016665711240046663,1.934151273036313,0.016665711240046663,1.934151273036313
factor_xx_f15_p10_v15_t40,xx,variant,1,2236,0.936,0.3226513492799128,2.0453383925035595,0.3226513492799128,2.0453383925035595,0.054930077062406574,1.3849779693355584,0.26772127221750625,2.203750067108389,0.017551824823641763,1.9392497976035052,0.017551824823641763,1.9392497976035052
factor_xx_f15_p15_v10_t15,xx,variant,1,2236,0.946,0.3315822249464325,2.038904428559241,0.3315822249464325,2.038904428559241,0.054844029853507066,1.3405895033207103,0.2767381950929254,2.213190969151144,0.0181743041330641,1.9365317570488314,0.0181743041330641,1.9365317570488314
factor_xx_f15_p15_v10_t10,xx,variant,1,2236,0.946,0.32875714138561435,2.0347696064135783,0.32875714138561435,2.0347696064135783,0.051973215019205855,1.2717068044398225,0.2767839263664084,2.231439294453282,0.01813402585561652,1.9398257371317484,0.01813402585561652,1.9398257371317484
factor_xx_f15_p10_v20_t40,xx,variant,1,2236,0.936,0.3187239822761994,2.0337904817356263,0.3187239822761994,2.0337904817356263,0.05511695683401364,1.3931628131486422,0.2636070254421858,2.186903721517975,0.017305930500651153,1.924413426654018,0.017305930500651153,1.924413426654018
factor_xx_f15_p10_v30_t30,xx,variant,1,2236,0.938,0.3155760239118199,2.0306008786128618,0.3155760239118199,2.0306008786128618,0.054791736154610006,1.3933360629038511,0.2607842877572099,2.1833909384829533,0.017109553157372236,1.9178713265812983,0.017109553157372236,1.9178713265812983
factor_xx_f15_p15_v10_t20,xx,variant,1,2236,0.944,0.3308058395406345,2.027210423701015,0.3308058395406345,2.027210423701015,0.05571914084368187,1.3602395411588815,0.2750866986969527,2.190892226808242,0.018054937459340926,1.9199682677824441,0.018054937459340926,1.9199682677824441
factor_xx_f43_s15_l120,xx,variant,1,2236,0.902,0.28747679716773467,2.019458252222376,0.28747679716773467,2.019458252222376,0.051694498426555685,1.1423374404405873,0.235782298741179,2.1943107392706405,0.016233923206818456,2.0227180042570185,0.016233923206818456,2.0227180042570185
factor_xx_f15_p15_v15_t15,xx,variant,1,2236,0.946,0.3282445788357451,2.0181485683682787,0.3282445788357451,2.0181485683682787,0.05511632486736483,1.347283724702694,0.2731282539683802,2.1841325804437997,0.017924005419177744,1.9143252640837125,0.017924005419177744,1.9143252640837125
factor_xx_f15_p10_v40_t30,xx,variant,1,2236,0.938,0.31123566635061223,2.014928577365708,0.31123566635061223,2.014928577365708,0.05487924251894414,1.3981762557755417,0.25635642383166807,2.1622906538858997,0.01683239391778279,1.8990060970960025,0.01683239391778279,1.8990060970960025
factor_xx_f15_p15_v15_t10,xx,variant,1,2236,0.946,0.32667764474039956,2.0137942972321308,0.32667764474039956,2.0137942972321308,0.052132418878338055,1.2738446433694335,0.2745452258620615,2.202898126711391,0.017926533218599695,1.9166198817868116,0.017926533218599695,1.9166198817868116
factor_xx_f15_p15_v20_t15,xx,variant,1,2236,0.946,0.3268522428333738,2.0096127532416554,0.3268522428333738,2.0096127532416554,0.05550635162983049,1.3566741318313116,0.2713458912035433,2.169967228164172,0.0177823920231247,1.9031820710048102,0.0177823920231247,1.9031820710048102
factor_xx_f15_p20_v10_t15,xx,variant,1,2236,0.946,0.3300744813967267,2.0088624308107583,0.3300744813967267,2.0088624308107583,0.05816531830705212,1.3900109236538019,0.2719091630896746,2.1619880699621365,0.018220486881523366,1.9106430199856956,0.018220486881523366,1.9106430199856956
factor_xx_f15_p15_v15_t20,xx,variant,1,2236,0.944,0.3272645293561455,2.0071154277175793,0.3272645293561455,2.0071154277175793,0.055963022640604064,1.3665943575979644,0.27130150671554143,2.1629266279658106,0.017799655426123856,1.898481567254592,0.017799655426123856,1.898481567254592
factor_xx_f15_p20_v10_t10,xx,variant,1,2236,0.946,0.32768724726569803,2.0065663771954965,0.32768724726569803,2.0065663771954965,0.05557420751893136,1.329504074668287,0.27211303974676665,2.180036357259579,0.018185476051822688,1.913629707212628,0.018185476051822688,1.913629707212628
factor_xx_f15_p15_v20_t10,xx,variant,1,2236,0.946,0.3255467748071991,2.0047645884690537,0.3255467748071991,2.0047645884690537,0.052411268903770285,1.280234092448566,0.27313550590342883,2.18892300961641,0.017792081498396513,1.9047613277617605,0.017792081498396513,1.9047613277617605
factor_xx_f15_p15_v20_t20,xx,variant,1,2236,0.944,0.3249054384983666,1.9985818368081705,0.3249054384983666,1.9985818368081705,0.056228219302785445,1.3748936286173816,0.2686772191955812,2.149667405345748,0.017624432866517038,1.8876975763893016,0.017624432866517038,1.8876975763893016
factor_xx_f15_p20_v10_t20,xx,variant,1,2236,0.944,0.3301652896508137,1.9977853891932527,0.3301652896508137,1.9977853891932527,0.05891016500563893,1.4054813023458674,0.2712551246451747,2.1413849817542285,0.01811629979815099,1.8932174857756965,0.01811629979815099,1.8932174857756965
factor_xx_f15_p10_v30_t40,xx,variant,1,2236,0.936,0.3087408204748522,1.9972866053314273,0.3087408204748522,1.9972866053314273,0.05470517860185639,1.3928919614239461,0.2540356418729958,2.1408026818014734,0.01667824902316351,1.8783169775174267,0.01667824902316351,1.8783169775174267
factor_xx_f15_p15_v10_t30,xx,variant,1,2236,0.938,0.3252467992730727,1.9959639918735463,0.3252467992730727,1.9959639918735463,0.05604234505113808,1.366948138976662,0.2692044542219346,2.149218097506739,0.017703345385217954,1.885810338950435,0.017703345385217954,1.885810338950435
factor_xx_f43_s10_l60,xx,variant,1,2236,0.924,0.2628252284496744,1.989125161440602,0.2628252284496744,1.989125161440602,0.035537039365095446,0.7773220932808651,0.22728818908457896,2.3252136201900773,0.015241832484155868,2.0354806827645846,0.015241832484155868,2.0354806827645846
factor_xx_f15_p20_v15_t15,xx,variant,1,2236,0.946,0.3264271767655988,1.9867147377071246,0.3264271767655988,1.9867147377071246,0.05847590412623686,1.397247980660431,0.2679512726393619,2.1309272938101325,0.017959208126678842,1.8877018704158528,0.017959208126678842,1.8877018704158528
factor_xx_f15_p20_v15_t10,xx,variant,1,2236,0.946,0.3254491887158113,1.985034259418015,0.3254491887158113,1.985034259418015,0.05572249565334119,1.3310660414252107,0.26972669306247005,2.1509466509258335,0.017970332751032173,1.8898841147414327,0.017970332751032173,1.8898841147414327
factor_xx_f15_p15_v30_t15,xx,variant,1,2236,0.946,0.32130215923765293,1.9814738388496351,0.32130215923765293,1.9814738388496351,0.055584807235524517,1.3619384011400444,0.2657173520021285,2.1317661460251043,0.017363014678401876,1.8680650907330516,0.017363014678401876,1.8680650907330516
factor_xx_f19_lag10_fw20,xx,variant,1,2236,0.944,0.2919494205961104,1.9807951653899931,0.2919494205961104,1.9807951653899931,0.0777272749116693,1.6291035473476139,0.21422214568444106,2.053678351767963,0.018642772150591135,2.060325254632052,0.018642772150591135,2.060325254632052
factor_xx_f15_p20_v20_t15,xx,variant,1,2236,0.946,0.3260957966465819,1.980685629485993,0.3260957966465819,1.980685629485993,0.05868553395989988,1.401076036644302,0.267410262686682,2.121518757268633,0.017859321529021713,1.8789529083013465,0.017859321529021713,1.8789529083013465
factor_xx_f43_s20_l180,xx,variant,1,2236,0.887,0.28542572620832585,1.9806607711744375,0.28542572620832585,1.9806607711744375,0.0633398534762844,1.416909686845143,0.22208587273204147,2.034443756255675,0.015564567367971708,1.895649439543719,0.015564567367971708,1.895649439543719
factor_xx_f15_p10_v40_t40,xx,variant,1,2236,0.936,0.3030018441561832,1.9803101043737665,0.3030018441561832,1.9803101043737665,0.05462694183908829,1.396983424589543,0.24837490231709483,2.1186872998795843,0.01633943830563216,1.857940737673909,0.01633943830563216,1.857940737673909
factor_xx_f15_p20_v20_t10,xx,variant,1,2236,0.946,0.32527523006123543,1.978485294249971,0.32527523006123543,1.978485294249971,0.05592493005329396,1.3344767266447697,0.2693503000079415,2.1408517662871343,0.017876973614413948,1.8806890718364004,0.017876973614413948,1.8806890718364004
factor_xx_f15_p15_v15_t30,xx,variant,1,2236,0.938,0.3219528586767863,1.9782250461553643,0.3219528586767863,1.9782250461553643,0.0563696176163441,1.3752137902710457,0.26558324106044223,2.123563100095899,0.017464585351550405,1.86666956802345,0.017464585351550405,1.86666956802345
factor_xx_f15_p20_v15_t20,xx,variant,1,2236,0.944,0.32639090666128306,1.976288343769908,0.32639090666128306,1.976288343769908,0.05916653446860787,1.4117454264660185,0.26722437219267525,2.1115879809574136,0.017851157972255765,1.870845347536355,0.017851157972255765,1.870845347536355
factor_xx_f15_p15_v30_t10,xx,variant,1,2236,0.946,0.31974205416472445,1.9744971721452904,0.31974205416472445,1.9744971721452904,0.05243639293463972,1.283974810538098,0.2673056612300847,2.1484275155649537,0.017351011575617664,1.8669418170453418,0.017351011575617664,1.8669418170453418
factor_xx_f15_p20_v10_t30,xx,variant,1,2236,0.938,0.3266735701625224,1.9726105704481152,0.3266735701625224,1.9726105704481152,0.0593024905800022,1.4131618352375086,0.2673710795825202,2.1061788128395142,0.017872483948291756,1.8666957926575454,0.017872483948291756,1.8666957926575454
factor_xx_f15_p15_v30_t20,xx,variant,1,2236,0.944,0.31889128241421627,1.9703323642478996,0.31889128241421627,1.9703323642478996,0.05616643898886336,1.3774365318383364,0.26272484342535285,2.1123695458377663,0.017180966403267047,1.851839833943419,0.017180966403267047,1.851839833943419
factor_xx_f15_p20_v20_t20,xx,variant,1,2236,0.944,0.32524204409324553,1.970183799241615,0.32524204409324553,1.970183799241615,0.059366503439137776,1.4169268956477636,0.2658755406541077,2.1020897863075234,0.017724615648615296,1.8625857984600338,0.017724615648615296,1.8625857984600338
factor_xx_f19_lag10_fw15,xx,variant,1,2236,0.946,0.2901807535455313,1.9701682313941007,0.2901807535455313,1.9701682313941007,0.07567291947676731,1.5774553692622644,0.21450783406876392,2.0638428728933116,0.01859766975503648,2.0529341466190667,0.01859766975503648,2.0529341466190667
factor_xx_f15_p15_v20_t30,xx,variant,1,2236,0.938,0.31923802629902676,1.969790080507949,0.31923802629902676,1.969790080507949,0.05665149138861644,1.3846383073915587,0.26258653491041034,2.110136795113655,0.017267949105329385,1.8550585540425553,0.017267949105329385,1.8550585540425553
factor_xx_f15_p15_v40_t15,xx,variant,1,2236,0.946,0.3177800385126062,1.9674090065887135,0.3177800385126062,1.9674090065887135,0.05569229735381513,1.366865636100296,0.2620877411587911,2.1124929913698933,0.017125037745413994,1.852245228657958,0.017125037745413994,1.852245228657958
factor_xx_f15_p15_v10_t40,xx,variant,1,2236,0.936,0.3186608054154682,1.9600101953300393,0.3186608054154682,1.9600101953300393,0.05655680138740017,1.3802132365605764,0.26210400402806805,2.098485082263142,0.017271572800164687,1.8443876537400856,0.017271572800164687,1.8443876537400856
factor_xx_f43_s15_l90,xx,variant,1,2236,0.914,0.26462669565259433,1.958875884031776,0.26462669565259433,1.958875884031776,0.048853486330070736,1.059460200695767,0.21577320932252358,2.159639390770742,0.015331275974000882,1.9745295715053528,0.015331275974000882,1.9745295715053528
factor_xx_f15_p15_v40_t10,xx,variant,1,2236,0.946,0.31590076923234744,1.9585818481460155,0.31590076923234744,1.9585818481460155,0.052690449619750175,1.2923566338431933,0.2632103196125973,2.1256388769994414,0.017090597227022077,1.848861014685193,0.017090597227022077,1.848861014685193
factor_xx_f15_p20_v30_t15,xx,variant,1,2236,0.946,0.32205287475009586,1.9577004575740735,0.32205287475009586,1.9577004575740735,0.05876020244558723,1.4058805681013729,0.2632926723045086,2.089700301371454,0.01750754269422763,1.8494048954288094,0.01750754269422763,1.8494048954288094
factor_xx_f15_p15_v40_t20,xx,variant,1,2236,0.944,0.31541188680801324,1.9567909857273105,0.31541188680801324,1.9567909857273105,0.056260823690031346,1.3822699970657184,0.2591510631179819,2.093797438219453,0.01694743329341058,1.8365243916576266,0.01694743329341058,1.8365243916576266
factor_xx_f15_p20_v15_t30,xx,variant,1,2236,0.938,0.3232211368978964,1.9535215040070404,0.3232211368978964,1.9535215040070404,0.05951125845083495,1.4183126742474133,0.2637098784470615,2.079727921189562,0.01762759030850497,1.8468342087484533,0.01762759030850497,1.8468342087484533
factor_xx_f15_p20_v30_t10,xx,variant,1,2236,0.946,0.3208897957437819,1.9531951704958177,0.3208897957437819,1.9531951704958177,0.05590218665648593,1.3366143377613673,0.26498760908729596,2.106885919839979,0.017504076392575514,1.848723350052209,0.017504076392575514,1.848723350052209
factor_xx_f15_p30_v10_t10,xx,variant,1,2236,0.946,0.3259227653710917,1.953013268003032,0.3259227653710917,1.953013268003032,0.05817463698543739,1.334295399596262,0.26774812838565437,2.1164546724306934,0.018188823667245238,1.856663160504021,0.018188823667245238,1.856663160504021
