factor,data_root,start_date,end_date,delay,listed_days,ls_method,quantile,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_47_nonlinear_volume_price_extreme_reversal,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2025-02-03,2,20,top_bottom,0.2,2111,0.944,0.183665494720341,1.9135703930769767,0.05796022530008026,1.1683363425644022,0.12570526942026072,2.26841022949834,0.01103342053914477,2.145815710031922
