factor,data_root,start_date,end_date,delay,listed_days,ls_method,quantile,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_42_adjusted_price_reversal,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2025-02-03,2,20,top_bottom,0.3,2111,1.0,0.1299546780316169,0.8426884881468764,0.027937798608398,0.3793143561847976,0.1020168794232189,1.1924062298503426,0.009763334146411895,1.0105498905560568
