core_factor,corr,abs_corr
core_factor_33_default,0.1500153852935541,0.1500153852935541
core_factor_54_reversed,0.09484011585533887,0.09484011585533887
core_factor_13_opt,0.2526703460061606,0.2526703460061606
core_factor_34_opt,0.07945112428130956,0.07945112428130956
core_factor_47_opt,0.1078545054737189,0.1078545054737189
