,ls_ret,long_excess_ret,short_excess_ret,ic
2017-01-02,-0.0010237103112969365,0.00013369777071583003,-0.001157408082012765,0.051204171345171245
2017-01-03,-0.003355060109432708,-0.002370234533441015,-0.0009848255759916926,0.021713230277908155
2017-01-04,0.002409327116709585,0.0016709382315113347,0.0007383888851982501,0.04833417488928345
2017-01-05,0.000978226386892202,0.0007719325079798244,0.0002062938789123784,-0.10105309423591562
2017-01-06,0.004025508805476122,0.0040484917035347665,-2.2982898058646062e-05,-0.032229442365827865
2017-01-09,-0.005990504933850735,-0.002832545484500312,-0.0031579594493504233,0.013976817921007712
2017-01-10,-0.0018132891534322804,-0.001163993522573202,-0.0006492956308590796,0.030869007820726702
2017-01-11,0.0007482524643324588,0.0009935449479402505,-0.00024529248360779295,0.07002856917432378
2017-01-12,0.0015703268301867522,0.0015443567207718532,2.5970109414898525e-05,-0.02120197542386675
2017-01-13,0.003522604960365524,0.0008702766770474794,0.0026523282833180433,-0.02103522130593422
2017-01-16,-0.0010151415426842886,-0.0001809925322010437,-0.0008341490104832451,0.09546579982619405
2017-01-17,-0.0009610696522127988,0.0009153093825873921,-0.0018763790348001908,-0.0640826253287178
2017-01-18,0.006094055172918092,0.0012470548969010752,0.004847000276017015,-0.10312359412680791
2017-01-19,-0.0029469283331142403,-0.0005532984208071409,-0.0023936299123070996,0.016811460241179067
2017-01-20,-0.006229482090632019,-0.0034013249098733345,-0.002828157180758682,0.003595224595866551
2017-01-23,0.0008807304863288775,0.0005080701121513101,0.00037266037417756765,0.026124252710778135
2017-01-24,0.00020923333989079267,0.0005762390833789939,-0.00036700574348819993,0.08709159506206166
2017-01-25,0.0012529773986203398,0.0007156204650401515,0.0005373569335801881,-0.03736700037279749
2017-01-26,0.004828686995731157,0.002293396748281264,0.002535290247449893,0.012283376190960026
2017-01-27,-0.0017326641968322281,-0.0003673846858619819,-0.0013652795109702466,-0.05532459955577999
2017-01-30,0.0007026281221146566,0.0009271928958126149,-0.0002245647736979577,-0.007073220935250711
2017-01-31,-0.0027280865634648566,-0.001061520288829415,-0.0016665662746354415,0.16548326143049596
2017-02-01,-0.00034184815898748427,0.00020770090977068143,-0.0005495490687581657,-0.050740021072084064
2017-02-02,0.010262917635843367,0.0043033954184881745,0.005959522217355191,0.016987358715282355
2017-02-03,-0.0024126344457172013,-0.0015861637837865546,-0.000826470661930645,0.13884901974081817
2017-02-06,0.0008112796082413277,-3.488769606588976e-05,0.0008461673043072175,0.04034561254558653
2017-02-07,0.006783552478114375,0.0024535459564811665,0.004330006521633208,0.02161524627755537
2017-02-08,0.0017635570040343345,0.0011083129651171721,0.0006552440389171604,-0.02895201824782398
2017-02-09,0.0011637775751752602,0.0012516407523948392,-8.786317721957981e-05,0.054062038972195185
2017-02-10,-0.0012776089166704307,-0.0011435787872747794,-0.00013403012939565244,0.12318672037959259
2017-02-13,0.0023724559101828448,0.0009815696379374822,0.0013908862722453617,0.06024192530842519
2017-02-14,0.005203413251906762,0.0016318047578720123,0.003571608494034751,-0.011669203533940747
2017-02-15,0.0028457122929867107,0.0025870744019614814,0.0002586378910252292,-0.0273790074015336
2017-02-16,-0.00039525013997578626,-0.0011626995148540688,0.0007674493748782811,0.0352902635939915
2017-02-17,-0.0010924519926801088,-0.00213323648567584,0.0010407844929957305,-0.05083621311960539
2017-02-20,0.0016574478031220019,0.0007105521106897685,0.0009468956924322338,0.0091404101804189
2017-02-21,-0.0023230333904826275,-0.00026849709248365303,-0.0020545362979989754,-0.09589698876564776
2017-02-22,0.0004433047605594175,-0.0010303418138757426,0.0014736465744351595,0.028896111729158496
2017-02-23,-0.004590215575191783,-0.0019518952319901202,-0.002638320343201661,-0.0418417849766748
2017-02-24,0.001452408815561397,0.000927904647332084,0.0005245041682293144,0.007687785353456617
2017-02-27,-0.0019058856539347383,-0.0005799585701390592,-0.0013259270837956796,0.022833498506198143
2017-02-28,0.00035342949859950234,0.00016247494109972258,0.00019095455749977997,0.033453505424559
2017-03-01,0.0012421618591290102,0.0014695163004633904,-0.00022735444133438,-0.06962999040599477
2017-03-02,0.0014942766166150627,3.825847477060759e-05,0.001456018141844454,-0.023286858989915022
2017-03-03,-0.0034834072850522158,-0.0015645957140980778,-0.0019188115709541376,-0.0061377600139596025
2017-03-06,-0.0012989060958828824,0.0002441127771938825,-0.0015430188730767647,0.03209870657940393
2017-03-07,-0.00022534769530849338,-4.8032133668562266e-05,-0.00017731556163993068,0.14104486172599406
2017-03-08,0.0015014899746023562,0.0006343385163067433,0.0008671514582956131,0.018060645360234974
2017-03-09,0.007349138735476345,0.0033450145528611686,0.004004124182615175,0.06450451714800644
2017-03-10,0.00081485472628554,0.0003617386664910502,0.0004531160597944905,-0.02555679639153456
2017-03-13,0.002965752835596011,0.0014907331597384678,0.0014750196758575441,0.12063602822740552
