factor,data_root,start_date,end_date,delay,listed_days,ls_method,quantile,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_opt_01_residual_volatility_w5,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2025-02-03,2,20,sign_weight,,2111,1.0,0.32670743197781965,2.8807837659848365,0.11291085078251525,2.4139913427398443,0.21379658119530434,2.9846881689756186,0.0201009040857788,2.8988631405483107
