factor,data_root,start_date,end_date,delay,listed_days,ls_method,quantile,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_opt_07_price_volume_deviation_vol_w15,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2025-02-03,2,20,sign_weight,,2111,0.946,0.33252335609351924,2.128368084885481,0.13006295400541462,1.9595171287653712,0.20246040208810462,2.1512503049971623,0.019453564147842863,2.0463408034403376
