factor,data_root,start_date,delay,listed_days,ls_method,quantile,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_42_adjusted_price_reversal,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2,20,sign_weight,,2111,1.0,0.15518837548666223,0.9558062993390064,0.01571153738396897,0.2075274797866662,0.1394768381026933,1.4717531942725999,0.009763334146411895,1.0105498905560568
