factor,data_root,start_date,end_date,delay,listed_days,ls_method,quantile,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_add2_adj_04_f34_10_30_industry,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2025-02-03,2,20,sign_weight,,2111,0.938,0.11866775899724687,2.005596766365354,0.03153759585422142,1.2969017329530914,0.08713016314302544,2.0144184220192862,0.007009105003201288,1.8697517720175374
