factor,data_root,start_date,end_date,delay,listed_days,ls_method,quantile,n_days,latest_coverage,ls_ar,ls_sr,long_excess_ar,long_excess_sr,short_excess_ar,short_excess_sr,ic_mean,ic_ir
factor_add3_turnover_weighted_reversal_20_industry,C:\Users\lzx\Desktop\研一下\量化\Project\data_1800\stock1000\data,2017-01-01,2025-02-03,2,20,sign_weight,,2111,0.938,0.20171266143832461,2.122536820056464,0.06863187366067752,1.4619191183433171,0.13308078777764704,2.455020144876262,0.013578788693078535,2.3604603746358683
