,ls_ret,long_excess_ret,short_excess_ret,ic
2017-01-02,0.013577262114361116,0.005624124015417436,0.00795313809894368,0.06183756548107349
2017-01-03,-0.011195469339389046,-0.00357306829111221,-0.007622401048276837,0.12821470114676395
2017-01-04,0.0030300028390568773,0.0016563006537247895,0.0013737021853320874,0.07512705445221973
2017-01-05,0.006222931135503704,0.0026918357083220166,0.0035310954271816873,-0.24974040346001145
2017-01-06,0.0063465317489114145,0.0030882871761466063,0.003258244572764815,-0.16874293049906575
2017-01-09,-0.014790936917277283,-0.0053202221541708596,-0.009470714763106422,0.04916063721970002
2017-01-10,-0.00926320802954888,-0.002326129303700422,-0.006937078725848457,0.031570756435014745
2017-01-11,0.002627696741652637,0.0018828635101755479,0.0007448332314770887,0.041363664315761876
2017-01-12,0.001598478712666942,0.001416771515143856,0.00018170719752308646,0.09258898152232167
2017-01-13,0.0021787001376230315,0.0008070044599147305,0.0013716956777083027,-0.1422499430292519
2017-01-16,0.004566070347141238,0.0018615139377955471,0.0027045564093456913,0.2414303032526372
2017-01-17,-0.0074687359788970075,-0.002394784780463865,-0.0050739511984331425,-0.143238797540241
2017-01-18,0.015773839863320867,0.00478813927107051,0.010985700592250356,-0.19593391535367555
2017-01-19,-0.006790229066769034,-0.0014387625229783374,-0.0053514665437906965,0.16130048797707303
2017-01-20,-0.011653001496167274,-0.004226343520558293,-0.0074266579756089805,-0.04054686991562956
2017-01-23,0.008482523147917198,0.0028349262764289372,0.00564759687148826,-0.029768123137384053
2017-01-24,-0.0020585425362384608,-0.0010413654332954696,-0.001017177102942992,0.17386007382878632
2017-01-25,-0.0014107655133049953,-0.001300479363718921,-0.00011028614958607467,-0.1291669677723292
2017-01-26,0.009923856624242236,0.003973438265992871,0.005950418358249366,0.06776977588240839
2017-01-27,-0.00617701684097032,-0.000994857588698197,-0.005182159252272126,-0.12175431166463602
2017-01-30,0.0034978634617520406,0.0008381070089955468,0.002659756452756494,0.07407142165562164
2017-01-31,-0.005979718112012132,-0.0008852408885142117,-0.005094477223497921,0.2805796029335418
2017-02-01,0.0036758152966665366,0.0006625042252639711,0.0030133110714025664,-0.012368157995793667
2017-02-02,0.017486906040535797,0.006011738306461609,0.011475167734074185,0.06867950151842353
2017-02-03,-0.0006460775272961871,-0.000515155476617353,-0.00013092205067883125,0.0807802013136428
2017-02-06,0.0032430356857917507,-0.00013303276583220402,0.0033760684516239555,-0.10806182837983613
2017-02-07,0.004076700800420307,-0.0001230568463442827,0.00419975764676459,0.1104436022265326
2017-02-08,-0.004858463274011491,-0.0019318437765037614,-0.0029266194975077296,-0.12457248423464636
2017-02-09,0.005654544180905517,0.0022282350324439636,0.0034263091484615545,0.13284656443594312
2017-02-10,-0.005836355671685341,-0.0012420899255876604,-0.004594265746097682,0.22383193824594888
2017-02-13,0.00599563132876885,0.00219176164160377,0.0038038696871650806,0.09063504568180328
2017-02-14,0.009961137115577322,0.0035467892502798154,0.006414347865297506,-0.14567960866347524
2017-02-15,0.0042787145999814286,0.0028452324639252117,0.0014334821360562165,-0.11777099348341909
2017-02-16,-0.005703799178886883,-0.0035215652255774187,-0.002182233953309463,0.014643460553725994
