trade_date,portfolio_ret,benchmark_ret,excess_ret,neutral_ls_ret,excess_win
2021-08-31,0.05561545819750635,0.05408257437448705,0.0014597719985416369,0.03352775441305966,True
2021-09-30,-0.0221637315910983,-0.022432309405903572,0.00027359344679522835,0.0025091410816286963,True
2021-10-31,-0.01629989292443823,-0.017734722544751724,0.0014650081263394288,0.027083896374726635,True
2021-11-30,0.09755714378186786,0.09881473389405371,-0.0011522938080532619,-0.01963326524936626,False
2021-12-31,0.033450977385089065,0.03287900447157943,0.0005602002971125675,0.017984742590928082,True
2022-01-31,-0.10194118836985555,-0.10307643082586748,0.0012332570633928341,0.020854077644717472,True
2022-02-28,0.05607071393183727,0.05506947148968866,0.0009426737410938024,0.020013702502636788,True
2022-03-31,-0.060717049413948954,-0.059524773694389466,-0.0012367781842658188,-0.02286452977428899,False
2022-04-30,-0.15486403739821009,-0.1570528506049763,0.002590795667157808,0.05922482757193759,True
2022-05-31,0.10015259949803301,0.09895015172066168,0.0011006193472291592,0.022658272794635836,True
2022-06-30,0.08891632149535234,0.08729164239456422,0.001505066051535442,0.027426309781838576,True
2022-07-31,0.014306139038838372,0.013839884034653416,0.00046903082698213083,0.0077737846948191525,True
2022-08-31,-0.030132586444380882,-0.0322331734117981,0.002175870127156143,0.048312539011145184,True
2022-09-30,-0.09019171839843698,-0.09033963828545755,0.0001765146656615979,0.005684548042288018,True
2022-10-31,0.031849628133219676,0.032223680690444345,-0.000354840212266061,-0.00823432691234427,False
2022-11-30,0.07444263399588791,0.07243058253218138,0.0018869308374602767,0.036784201691381746,True
2022-12-31,-0.03412868035395478,-0.03500332514598303,0.0009051434387785662,0.020921061760696746,True
2023-01-31,0.0825410522040364,0.08106583481903984,0.001369052908409829,0.024041062457448747,True
2023-02-28,0.03423364495194625,0.0334105388915058,0.0007850124447310591,0.016476317414052977,True
2023-03-31,1.2927424409836519e-05,-0.0006995221611222346,0.0007070031670615151,0.012305701745789932,True
2023-04-30,-0.03220591951583762,-0.031781886461558884,-0.00044525637972736565,-0.003511204583143912,False
2023-05-31,-0.016707717883449602,-0.01745582088076414,0.0007511727340032692,0.01843223123949067,True
2023-06-30,0.01942938769078606,0.018794442476842033,0.0006266893555300079,0.015353342150941529,True
2023-07-31,0.01186988921167842,0.010571472608600141,0.0012906730478532413,0.029850358646940522,True
2023-08-31,-0.05470933367680719,-0.05504609965170826,0.0003548368176775618,0.012109691506141607,True
2023-09-30,0.0016296158026409824,0.0010148440251753765,0.0006304179874925264,0.010865089147147122,True
2023-10-31,-0.008070620498246805,-0.007340779564853794,-0.0007267192378426213,-0.010946718459531879,False
2023-11-30,0.023303480320404857,0.022027772854010808,0.0012452886674296781,0.02508826155300481,True
2023-12-31,-0.029270758641267824,-0.030724361384369625,0.0014979985713952093,0.024220828321069643,True
2024-01-31,-0.17943007512245923,-0.1801290637361208,0.0008673844586886137,0.014499145942918457,True
2024-02-29,0.09295917597091718,0.091894386613111,0.0010564766042351348,0.02616901412299355,True
2024-03-31,0.0273497655805639,0.025921263609361755,0.0013795844896764553,0.025957953356379626,True
2024-04-30,-0.00948537593349208,-0.0114759027465271,0.002009546950262786,0.0476347548638123,True
2024-05-31,-0.03166650216295219,-0.032064071748237444,0.0004121000662593577,0.007141835031228894,True
2024-06-30,-0.09275677146204464,-0.0934061499369706,0.00074890428121277,0.01153680463120188,True
2024-07-31,0.020781642343159268,0.020997735595882583,-0.0001807402942300973,-0.004996622854694599,False
2024-08-31,-0.038255792662221455,-0.03961414583255274,0.0014142213429364503,0.03282872054741115,True
2024-09-30,0.2356087076096154,0.2336173566693558,0.001583881352087646,0.04046251073080054,True
2024-10-31,0.0694339135718609,0.06921309465674175,6.42647150601583e-05,0.006367285004912349,True
2024-11-30,0.03710256449509841,0.03384554415625263,0.0031349769689130724,0.07450479070952043,True
2024-12-31,-0.0396183520316824,-0.04323735458663991,0.0037521425955320264,0.07207294070350767,True
2025-01-31,-0.024418432712034033,-0.02548191553089063,0.0010668298373057716,0.025272575451845247,True
2025-02-28,0.07247929803170328,0.07228248128396841,0.0001688246641589064,0.007734840865757819,True
2025-03-31,-0.004948883557710282,-0.006742496744163384,0.0018105927895244456,0.04517754718795319,True
2025-04-30,-0.022501322361593745,-0.024682626670585295,0.0022336825044959596,0.05252417844549151,True
2025-05-31,0.038561452721690426,0.03787946945833909,0.0006652339707804433,0.01188320955731581,True
2025-06-30,0.0529693809844165,0.05283554787913003,0.00012543451483226775,0.00309061309317471,True
2025-07-31,0.044442999797004834,0.04352962861351939,0.000869526946525534,0.027349060578007123,True
2025-08-31,0.0860567145780109,0.08455662161651145,0.001384017812667393,0.029072621329459647,True
2025-09-30,0.0010857410621929464,0.0013601246689110003,-0.0002844708232204729,-0.008519121408055441,False
2025-10-31,0.01277565895275079,0.011919342735947414,0.0008480363897414023,0.017153516162978333,True
2025-11-30,-0.0036443700678066016,-0.0028860182131904555,-0.0007784801484266302,-0.014652307700010359,False
2025-12-31,0.017141635445325543,0.01649322237478601,0.0006274658938272282,0.015828107070364972,True
2026-01-31,0.06545508912856546,0.06580182040488625,-0.00034090772249384393,-0.008641878748991805,False
2026-02-28,0.03643254240948113,0.03633375376457382,8.704033756989915e-05,0.0006184812396579087,True
2026-03-31,-0.1254930564772092,-0.12531536363926865,-0.00018116908398990716,-0.0050488160990502795,False
